INCOME DEGREE CHILDREN PINCOME PDEGREE PCHILDREN AGE
  0   0   0   4   3   2  19
 NA   1   0   3   1   8  23
 20   1   3  NA   0   5  61
 NA   3   2   3   3   3  40
  0   1   2  NA   0   3  39
 40   3   1   3   3   3  34
 40   1   2   3   1   5  38
 11   2   0  NA   1   3  31
 15   3   0   3   1   4  42
  9   2   0   3   2   5  23
 11   1   4  NA   1   3  72
  6   2   0   4   1   3  29
 10   3   1  NA   1  13  38
 NA   3   0   4   4   4  42
 10   1   6  NA  NA   2  61
 25   1   4   2  NA   7  53
 25   3   0   4   1   4  30
 30   2   1   3   1   3  48
  1   1   0   2   2   1  20
 12   1   2   3   1   2  43
  9   0   0  NA   1   3  28
 50   1   2   4   1   1  53
  9   0   1   2   0   5  29
 10   1   0   3   1   3  32
 30   1   2  NA   3   2  31
  2   0   0  NA   3   5  30
 40   1   0   4   1   4  30
 25   4   0   2   4   8  35
 25   3   4  NA   1   8  41
  8   4   0  NA   4   2  23
  8   3   0  NA   1   2  25
 15   1   1   3   1   5  23
  7   1   1   4   1   4  38
  1   1   0   4   3   3  31
 NA   4   1  NA   4   2  41
 40   4   0  NA   3   4  30
 NA   1   2   2   1   6  46
 12   3   0   4   3   2  27
100   4   0   4   4   3  34
 50   4   0   4   1   6  44
  9   1   0   2   2   3  25
  7   1   0   3   1   2  31
 25   1   0   2   0   3  46
 75   1   1  NA   1   5  33
 40   4   3  NA   3   6  49
 12   1   2   3   1   3  44
  0   0   0   3   1   5  18
 50   2   2   3   0   6  34
 10   0   2  NA   0  10  34
  2   1   2   4   0   6  26
 NA   1   2   3   1   3  46
 NA  NA  NA  NA   0   4  43
 20   1   3   3   4   5  53
 15   3   3   3   1   3  47
100   4   3  NA   3   2  48
100   4   3  NA   1   2  49
100   3   2   3   4   4  44
100   4   1   3   1   3  41
100   3   2  NA   1   3  54
 50   3   0   4   3   4  36
 30   1   1   3   2   2  51
 15   2   0  NA   1   4  36
 12   3   0  NA   1   3  36
 75   4   0  NA   1   3  34
  9   1   0   1   0   7  37
 15   1   0   3   2   3  28
 30   4   3  NA   3   3  47
100   1   1   3   4   4  49
 25   1   0  NA   1   3  32
 NA   3   1   2   1   2  32
 NA   1   1  NA   4   2  26
100   3   1   2   1   1  48
100   1   3   2   1   2  50
 12   3   0  NA   3   2  26
100   3  NA  NA   1   3  50
 15   2   4   3   3   3  57
100   4   0   4   3   4  39
100   3   3   3   3   3  36
100   3   2  NA   1   2  52
 75   4   2   3   1   3  47
 30   3   2   2   0  13  38
 75   4   2   3   0   4  49
 NA   2   0  NA   1   8  39
 20   1   0   3   3   3  37
 NA   1   3   3   0   8  31
 75   3   4  NA   1   2  48
 40   1   2  NA   1   4  32
100   3   2  NA   3   2  45
 50   2   2  NA   0   3  42
  6   0   0   2   1   6  19
  9   1   1  NA   2   4  30
  8   1   1  NA   1   3  31
 15   1   0  NA   3   5  31
 20   1   3   3   3   2  46
  8   0   1   1   0   8  43
  4   1   0  NA   1   4  33
  9   1   1  NA   1   2  23
 12   2   2   4   1   3  26
 12   1   2   3   1   4  33
 50   0   3  NA   0   6  53
 15   1   3   3   2   9  44
 20   0   7   2   0  11  57
 40   4   4   2   1   4  44
 12   2   0   4   3   3  27
 15   3   0   4   1   2  27
  8   3   0  NA   1   3  27
 NA   1   0   3   1   2  33
 30   3   0  NA   3   3  35
 30   1   0   2   1   5  39
 25   4   0  NA   4   6  37
 10   1   0  NA   1   7  38
 75   3   2   2   3   3  49
 40   3   0   4   1   2  35
 30   1   4  NA   1   8  58
  1   0   0   3   1   4  35
 NA   3   0  NA   1   1  45
 40   2   3  NA   1   6  47
 40   1   2   2   1   5  47
  1   1   1  NA   1   4  24
 11   1   0   2   0   4  26
 30   2   1  NA   1   4  46
 12   1   1   3   1   3  23
 25   1   1   2   1   7  38
 15   2   3   3   1   2  42
  8   1   0  NA   1   3  23
 75   2   2  NA   1   5  37
  7   0   1  NA   0   8  33
 30   1   0   1   4   1  34
 NA   3   0   3   2   4  35
 15   1   2  NA   1   6  26
 30   1   2   4   3   3  32
 NA   2   0  NA   3   8  43
 50   3   2  NA   1   3  37
 NA   1   2   3   0  12  37
 NA   1   3  NA   1  12  53
 20   0   4   3   0  14  58
 NA   0   0  NA   0   5  50
 12   1   0   3   1   1  34
100   3   1   5   4   4  28
100   3   4  NA   1   5  54
 50   1   1  NA   1   7  38
 NA   1   2  NA   1   5  48
 25   0   4  NA   0   3  43
 NA   3   0  NA   1   2  29
 50   3   1   3   1   2  43
 20   1   0   3   1  10  58
 40   4   2   3   1   2  46
 NA   1   0  NA   0   3  20
100   1   3   4   1   2  53
  6   1   0  NA   1   8  23
 15   1   1   3   0   7  48
 12   3   1  NA   1   3  33
 75   4   0   4   4   4  47
 40   3   0  NA   1   6  34
 NA   4   7  NA   1   6  65
100   3   2   4   3   3  46
 40   2   3   2   1   4  40
 50   1   2  NA   1   4  32
  8   1   0   3   1   9  27
 30   4   1  NA   3   5  34
 10   1   0   3   1   5  27
 20   3   0  NA   3   4  33
 25   3   2   2   3   1  34
 30   3   0  NA   4   4  31
 50   3   3   3   1   5  33
 40   1   2  NA   1   3  38
 30   1   3  NA   1   4  51
 30   3   1   4   3   4  39
 40   2   2   3   1   7  48
 50   4   0   2   4   3  40
 40   1   0  NA   1   2  46
 11   1   0  NA   3   2  22
  0   1   0   3   3   2  19
 50   4   2   2   3   3  45
 25   3   2  NA   3   3  37
 50   1   3  NA   1   2  54
  9   3   0  NA   3   3  52
 50   3   3   3   4   3  36
  9   1   2  NA   1   5  32
 12   3   0   3   1   3  32
 NA   1   0  NA   1   1  46
 NA   0   0   2  NA   5  29
 20   0   6   3   1   6  65
 NA   0   4  NA  NA   8  49
 NA   1   4   3   0   1  55
 30   3   1  NA   1   2  39
 15   2   0  NA   0  11  34
 50   3   2   4   4   4  38
 25   3   0   4   1   2  25
 40   1   0   3   1   9  36
 25   3   1  NA   1   2  35
 NA   0   2   4   0   9  35
  9   1   1   4   4   5  40
 NA   2   2   3   3   3  25
 30   1   3  NA   1  10  44
 40   1   1  NA   0   3  44
 75   1   5  NA   1   4  58
 NA   1   4  NA   0   5  63
 20   1   2   4   0   6  38
 40   1   2   2   1   2  40
 NA   1   8  NA   0   3  50
 40   4   3   3   4   3  43
 20   3   3   2   1   2  43
 10   1   0  NA   1   5  26
 12   3   3   3   1   4  28
 40   4   0   3   0   3  30
 20   3   0   4   3   2  27
  3   1   2  NA   1   7  57
 15   1   3   4   1   6  40
 NA   0   1   3   1   3  27
  2   0   0  NA   1   2  18
 50   1   3  NA   0   2  44
 12   1   0   4   1   3  32
 40   1   2   3   1   2  43
 40   3   3   2   1   5  45
 50   2   2  NA   1   4  38
  1   1   0  NA   1   3  23
 11   1   1   2   0  10  38
 20   1   1   4   1   3  38
 11   0   3   3   0   2  60
 50   4   3   3   1   2  56
  5   1   2  NA   1   3  44
  8   1   0  NA  NA   1  23
 40   4   0   4   1   4  35
 50   1   0  NA   0   4  43
  9   1   0   2   1   2  26
  9   1   0   4   2   5  24
  3   1   1  NA   1   7  31
  5   0   1  NA   0   5  76
  4   1   1   3   1   2  51
 11   2   1   2   1   2  41
  6   1   0  NA   0   1  41
  6   1   0  NA   1   1  26
 20   1   1   3   1   3  36
 10   3   3   3   4   3  49
  9   1   3  NA   0   6  34
 NA   3   0  NA   2   6  41
 NA   1   3  NA   1  NA  49
 NA   1   2   3   0   5  53
 30   1   2   3   1  12  45
 30   1   2   3   0   3  51
 50   3   3   2   0   3  52
 25   1   3   3   1   4  33
 25   1   2  NA   0   6  32
 50   1   3  NA   0   3  58
 NA   4   0   3   0   6  44
 20   1   2  NA   0   2  38
 40   1   3   3   1   3  33
 10   1   0   4   1   5  32
 25   1   2  NA   0   5  55
 20   1   3   3   1  13  34
 50   2   2  NA   1   3  48
  7   3   5   1   0   7  74
 30   1   4  NA   3   3  25
  8   0   2  NA   1   6  25
 75   3   5  NA   0   9  55
  3   1   2  NA   1   6  30
  0   1   0  NA   0   5  20
 20   3   0   3   1   2  24
 15   1   0  NA   1   4  39
100   3   3  NA   4   4  70
100   3   0  NA   1   2  47
 40   1   2   4   1   4  43
 15   1   1  NA   3   3  34
 25   3   0   4   4   2  41
 40   1   3  NA  NA   3  73
 40   4   1   3   1   8  41
 NA   3   1  NA   1   4  32
 20   1   0   3   1   5  32
 NA   1   2   3   0   3  40
 20   1   1   3   1   5  37
  7   3   1   3   1   2  39
 30   2   3   3  NA   3  40
 25   2   2   4   1   4  36
 25   1   0   3   1   3  25
 30   2   0  NA   1   5  31
 12   1   4  NA   1   7  39
 20   1   0   3   1   6  46
  0   0   0  NA   1   1  21
 NA   1   2  NA   1   5  36
 15   1   3  NA   1   1  47
 11   1   0   4   1   2  48
  8   3   0   3   1   7  39
 50   4   3   3   4   4  40
  3   2   8  NA   1   9  49
  6   1   0  NA   4   3  25
 10   1   5   3   1   5  47
100   3   4   4   3   5  55
 15   1   0  NA   1   3  41
 20   1   0   2   1   5  25
 40   1   0  NA  NA   2  36
 40   4   1   3   0   2  47
 NA   1   0  NA   4   2  20
 12   0   0   4   1   2  38
 40   1   0  NA   1  24  32
  9   1   3  NA   1   7  53
 25   1   2  NA   1   5  32
 75   0   4   3  NA   7  48
 50   1   4   3   1   3  56
 50   1   2   4   1   3  31
 30   1   3   4   1   4  45
 NA   1   2   3   0   1  46
 20   2   1   4   2   3  33
 40   1   2  NA   1   3  43
 25   1   0   4   1   2  31
100   3   3  NA   3   6  38
100   3   5   4   1   3  37
 40   3   2   3   1   3  33
  6   1   0   3   1   2  23
 NA   3   1   4   3   2  39
 40   1   3   3   1  15  61
  9   1   4  NA   1   6  37
  7   0   2   3   0   5  87
 25   1   0  NA   3   5  45
 75   0   3  NA  NA  14  59
  2   1   2  NA   3   2  74
  8   1   7   5   0   4  62
 25   0   5  NA   0   4  61
  7   3   0   2   3   5  26
 NA   4   2  NA   0   2  68
 NA   1   0  NA   1   5  20
 50   1   3  NA   1   4  54
  3   1   0  NA   1   4  37
 15   1   2   2   0   6  58
 40   3   0   3   1   7  48
 11   4   0   2   0   2  39
 40   3   2   4   1   8  54
 20   3   2   4   1   4  48
 10   0   3  NA   0   8  44
 10   0   2  NA   0   7  50
 15   0   2   1   0   9  30
 12   1   1   3   2   2  29
 12   1   2  NA   2   3  34
 11   0   2   2   0   3  52
 11   0   4   2  NA  11  68
 10   0   0   3  NA   7  44
  8   1   0   3   1   1  33
  8   1   3  NA   1   5  51
 15   2   0  NA   1   7  32
 NA   4   1   4   3   3  31
 75   3   3  NA   1   7  41
  9   3   0  NA   4   6  24
  3   1   0   2   0   3  21
  8   1   7  NA   1   8  47
 15   1   0   3   1   5  27
 25   1   0  NA   1   2  67
  9   0   2   2   0   5  32
 25   0   3  NA   0   4  59
 NA   1   0  NA   1   3  35
 25   2   3   4   4   2  38
 40   1   2   3   1   4  31
 25   1   2  NA   0   3  48
 10   3   4   2   1   3  60
 20   1   0   1   1   5  26
 10   0   1   2   0   2  30
 30   1   0   3   0   5  51
 40   1   3  NA   0   3  49
 20   3   0   3   3   3  26
 30   2   1  NA   1   7  32
 20   0   1  NA   0   2  31
 25   3   2  NA   0   4  47
 11   1   3  NA   1   6  58
 10   3   2   3   1   1  51
 50   4   1   2   1   2  46
 75   4   0   3   4   2  41
 20   3   2  NA   2   3  30
 15   1   0  NA   2   3  36
 10   0   0   2   0   4  28
 12   1   2   3   1   3  34
 15   1   0  NA   0   4  36
 30   1   1  NA   1   1  38
 20   0   2   3   1   5  38
 25   0   2   1   0  10  54
 30   4   4   3   0   2  69
 NA   4   6  NA   0   5  71
 50   4   2  NA   0   2  54
  0   3   0  NA   4   3  75
 NA   0   5  NA   1   4  51
 50   1   1   3   3   2  51
 10   1   1   3   1   3  28
 15   1   1  NA   3   3  36
 20   1   1   3   1   3  44
 50   4   3  NA   1   1  62
 40   1   0   4   1   5  36
 15   1   5  NA   0   3  56
  9   4   0  NA   4   4  44
  7   1   0   3   1   7  22
 12   1   1  NA   1   4  41
  3   1   0  NA   1   4  24
 15   0   6   1  NA   8  56
 11   0   3  NA  NA   6  38
  8   3   3   3   1   6  41
 12   0   0   3   0   8  31
 40   3   1   2   0   2  43
 30   1   3   3   1   5  33
 15   1   2  NA   0   3  26
 12   1   0   3   0   6  20
 10   1   1  NA  NA   4  28
 40   1   2  NA   1   2  72
 75   3   2   2   0   5  68
 20   4   0   3   4   3  38
 11  NA   6  NA   1   7  56
 NA   1   1   3   1   1  58
 40   1   3   3   1   2  43
  8   1   0   3   1   2  22
 20   4   1  NA   4   5  32
 25   1   2   3   1   5  33
  5   1   0  NA   4   2  25
 40   3   1  NA   1   6  52
 11   0   1   3  NA   4  24
 20   3   0  NA   1   3  33
  8   1   0  NA   2   3  24
  4   1   0  NA   1   4  31
 12   1   1   3   1   3  28
100   1   3  NA   1   1  63
 75   3   3  NA  NA   4  61
100   4   4  NA   1   2  41
 50   1   4  NA   1   4  57
100   3   1   5   3   2  30
 25   3   2   4   3   2  52
 50   1   0   3   1   5  34
100   0   3   3   0  18  59
 30   3   0  NA   4   2  27
 NA   3   2  NA   3   2  41
 25   3   0   4   1   1  28
 75   1   1  NA   1   5  38
 NA   1   2   1   0   7  41
 NA   0   0   2   0   4  36
 20   0   0  NA   1   6  37
 11   1   0   3   1   2  31
  8   1   0  NA   1   6  32
 25   1   0   4   1   3  25
  6   1   0  NA   0  10  29
 10   1   4   3   1   6  42
  2   0   0   3   0   3  19
  8   1   2   2   0  12  58
 NA   0   4  NA   0   8  56
  9   2   1   3   3   6  34
 10   1   0  NA   1   3  23
 40   3   2  NA   1   4  43
 12   1   4   3   0   2  36
 10   0   0  NA   1   2  25
 40   1   2   3   1  10  27
  2   1   0   3   2   2  20
 30   4   2   2   2   5  40
 25   1   1   3   1   2  32
 40   0   2   3   1   4  36
  7   1   0  NA   0   6  37
 25   1   1   3   1   4  45
 15   0   3   3   1   7  28
 25   3   2   2   0   4  41
 40   2   0  NA   1   1  54
 11   3   0   3   3   2  27
 30   1   2  NA   0   8  29
 NA   1   0  NA   1   2  19
 40   0   2  NA  NA   3  43
 11   1   2  NA   1   3  32
 NA   0   2   3   1  10  47
 NA   0   4   2   0   3  48
 10   1   3   3   1   4  36
 NA   0   2   2  NA   8  48
  7   0   3   3   1   8  41
  1   1   0  NA   1   8  26
 75   1   2  NA  NA  10  32
  5   1   0  NA   1   4  23
  0   3   0  NA   4   7  31
 30   3   2  NA   2   2  46
  9   1   0   4   1   2  21
 20   3   0  NA   1   2  41
 12   1   1   2   0  12  38
 12   1   1  NA   0   2  52
  8   1   2   2   1   4  30
100   3   0  NA   4   1  37
 50   4   4  NA   3   3  49
 30   4   0   3   1   3  34
 12   1   4   4   3   4  54
 11   1   0   4   1   3  40
 30   1   2  NA   0  11  56
 12   3   0   5   4   4  31
 NA   0   2   3   4   3  44
 75   4   2  NA   3   3  38
 NA   4   1  NA   2   2  50
 NA   0   0   2  NA  21  30
 40   3   0  NA   1   3  31
 NA   3   3  NA   1   4  58
 25   1   1   2   0   5  27
  8   1   0  NA   1   3  23
 20   1   0   1   1   3  28
  6   3   2  NA   1   5  24
  6   1   6  NA   1   7  59
  4   3   0   2   0   4  30
 NA   1   1  NA   1   4  52
 11   0   6   1   0   6  59
 20   1   5   2   0   3  50
 11   0   0  NA   0   4  30
  8   1   2   3   1   4  23
  8   0   0  NA   0   2  34
  0   1   0   3   1   2  21
  0   1   2  NA   0   4  59
 40   2   1  NA   4   4  32
 10   1   3   3   0   5  60
  1   1   0   4   1   7  21
 12   1   2   2   1   2  33
 25   1   4   3   0   4  47
 12   1   3  NA   0   4  48
 30   1   2  NA   1   3  53
 40   2   0   3   2   4  34
 12   1   0  NA   1   4  25
 30   1   2   3   3   3  42
 20   4   4  NA   0  10  33
  0   1   0   4   4   2  30
  8   1   6   1   0  13  35
  2   1   0  NA   3   2  28
 20   0   1   3   1   1  56
 40   1   1   3   1   4  35
 30   1   1  NA   1   4  45
  4   1   0   5   1   3  23
 12   1   1  NA   1   7  40
 11   1   3   4   1   2  52
 11   1   0  NA   1   4  36
  9   1   0  NA   1   3  26
 NA   1   0  NA   3   5  32
 40   1   1   3   1   3  44
  2   1   3   3   1   4  36
 30   1   3  NA   1   1  42
 11   1   3   1   0   6  27
 15   1   2  NA   0  12  34
 30   3   0  NA   3   4  43
100   3   1   4   1   1  39
 20   2   0  NA   3   3  50
  7   1   0  NA   4   2  24
 40   1   0   4   2   6  41
 40   1   4  NA   0   9  47
 40   3   2   3   1   2  46
 50   4   0   3   1   7  33
 30   4   0  NA   2   7  34
 50   1   3   3   1   3  56
 20   1   2   2   0   6  49
 25   1   1   3   1   2  41
  4   1   0   3   3   2  21
 NA   1   2   3   0   6  52
  9   3   0  NA   1   2  25
 25   3   0   3   3   2  32
  4   1   2  NA   1   5  57
  9   1   1  NA   1   4  30
 20   1   1   3   0   2  56
 10   1   0   3   1   2  23
  5   1   1  NA  NA   9  25
 15   1   0  NA   1   5  24
 30   1   4  NA   0   4  59
 30   3   2   3   1   3  34
 12   1   0  NA   1   2  44
 75   3   2  NA   0  10  50
  2   3   1   3   3   2  55
  7   1   0  NA   1   5  21
 25   1   2  NA   0   2  49
 50   1   2  NA   4   6  51
100   1   0   4   1   2  35
 40   3   1  NA   1   5  52
 50   1   4   2   1   9  54
 12   0   2  NA   0   4  32
 NA   3   3  NA  NA  10  41
 20   3   0  NA   4   2  26
 25   2   2   4   4   6  32
 20   1   0  NA   1   4  33
 30   1   1   4   1   2  29
  7   3   0   2   2   3  32
  8   4   2   2   1   8  42
  1   0   1   2   1   6  41
 75   1   3  NA   1   3  47
  8   1   3  NA   0  12  38
 15   2   2   1   0   8  33
100   4   1   4   3   2  44
 50   4   2   2   1   2  55
 40   3   1  NA   4   3  47
 50   1   2   2   1   2  52
 40   3   2   3   2   3  42
  8   1   1   3   1   7  28
 15   2   0  NA   3   2  28
 50   1   2  NA   0   4  39
 25   1   0  NA   4   4  26
  4   1   2  NA   0   4  49
 40   1   2  NA  NA   1  44
 NA   1   0  NA   0   1  34
  1   0   2   2   0  17  53
  4   1   2  NA   1   4  37
 30   1   3   3   2   7  41
 10   4   0   3   4   2  48
 15   2   3  NA   0   7  45
 11   1   3  NA   1   7  36
 15   0   0  NA   0   5  34
 11   1   8   3   2   1  59
 25   1   2   2   1   6  44
  2   0   2   2   0   8  52
 40   3   1   3   4   2  36
 NA   1   4   2   0   2  40
 12   1   2  NA   1   7  52
 10   0   2  NA  NA   3  45
 12   1   2  NA   0   2  40
 20   1   0   3   1   6  24
  6   1   1   4   3   3  45
  5   1   3  NA   3   6  63
 40   1   0  NA   0   5  44
  7   1   0   2   0   7  29
 15   1   0  NA   1   3  34
100   3   0  NA   4   7  56
  7   3   0   3   3   1  76
100   3   3  NA   1   2  63
 25   1   5  NA   0   5  52
  7   1   0  NA  NA   4  35
  6   1   2   3   0   4  33
 75   1   3  NA   1   5  55
 11   1   3  NA   0   3  51
 30   1   2  NA   1   3  34
 20   4   0   2   1   3  31
 25   1   2   2   1   8  36
 20   2   0   3   2   3  27
 20   1   3   3   0   1  61
 25   0   0   3   1   2  37
 40   0   6   2   0   6  48
  9   0   0   3   1   2  59
  9   1   2  NA   1   3  33
  1   0   0  NA   1   5  20
 40   3   2  NA   1  12  41
  1   0   0   3   1   3  23
 30   1   2   4   0   6  34
 15   3   0  NA   1   1  29
 30   1   2  NA   1   5  33
  2   1   0  NA   1   2  21
 10   2   1  NA   1   2  27
 30   1   4   3   1   3  37
 12   3   0   2   4   6  25
 10   1   0  NA   1   3  22
  8   1   0  NA   3   2  22
  1   1   0  NA   1   2  22
 30   1   0   3   1   2  25
 30   1   2  NA  NA   2  34
  1   1   0   2   1   3  24
 75   2   2   3   1   4  34
  1   1   0   3   1   3  43
 12   1   0  NA   1   7  28
 20   1   3  NA   1   5  32
 10   1   0  NA   4   4  43
 NA   1   1  NA   0   4  40
  5   1   0   3   1   4  21
 40   1   2  NA  NA   4  47
  7   2   0  NA   1   2  25
  7   1   2  NA   1   4  52
  9   1   3  NA   0   5  69
 15   1   2   3   1   4  45
 75   3   0  NA   1   4  50
 40   2   2  NA   1  11  45
 15   0   2   2   0   7  44
 12   1   1  NA   3   4  30
 15   1   2   3   1   4  41
 NA   4   2   4   4   3  47
  2   0   1  NA   1   7  18
 20   1   2  NA   1   4  42
 25   1   4   3   3   1  53
 25   2   0   1   0   4  47
 20   1   2   3   1   3  40
 10   1   1   4   4   3  25
 50   2   2  NA   0   9  46
 15   1   0  NA   1   4  46
 NA   1   2  NA   1   5  30
 NA   3   8  NA   0  21  62
 25   3   2   3   3   2  37
 40   4   3   2   1   2  46
 20   3   0   4   3   3  25
 75   4   3   4   4   8  46
 25   3   1   3   1   2  28
 40   4   0  NA   1   6  45
 20   2   2  NA   1   2  33
 20   1   3   2   1   4  38
 11   1   1  NA   1   7  30
 20   1   2   3   1   3  39
 20   4   1   2   1   1  39
 20   2   1  NA   1   4  36
 25   1   0   3   3   3  25
 12   1   6  NA   0   4  76
 12   1   0  NA   0   4  29
 20   1   1  NA   3   3  23
  9   1   3  NA   1   7  33
 25   1   2   2   0  10  45
100   1   2  NA   3   4  50
  3   3   4   3   1   3  36
 11   0   2  NA   0   4  63
  5   0   0   2   0   4  57
 30   2   2   3   1   2  39
 25   1   2  NA   0   4  58
 40   1   1  NA   0   2  62
 30   3   0  NA   1   3  29
 11   1   0   3   0   4  23
 15   1   0  NA   1   3  44
  7   0   2   2   0   3  57
  0   0   0   2   0   5  20
 20   0   3  NA   0  11  38
  8   1   1  NA   0   3  28
  2   0   0  NA   0   2  57
 11   1   2   2   1   6  57
  4   1   0   3   1   2  41
