3200.01	361445	356838	201.2
3204.71	363962	359688	206.4
3210.51	367048	362766	201.9
3213.7	368693	364499	200
3216.45	370095	366221	214.7
3219.5	371843	368117	224.6
3222.51	373629	369563	229.7
3228.91	377177	373014	227
3231.51	378469	374561	240
3234.5	380153	376758	239.1
3237.51	381834	378194	246.9
3240.51	383395	379633	245.9
3246.41	386788	383504	258.1
3249.51	388757	384909	264.7
3252.45	390641	386579	259.3
3258.51	394634	390589	255.2
3261.51	396423	392451	250.2
3264.51	398091	394628	266.3
3267.51	399733	396713	274.7
3270.6	401423	398554	277.1
3273.81	403173	400390	278
3283.51	408236	405844	279.7
3289.45	411202	409022	281.2
3289.45	411202	409022	283.7
3292.91	413010	410831	276.3
3299.01	416332	414085	285.5
3301.4	417638	415434	286.9
3304.4	419328	417160	277.6
